n,m,k0,initial_nodes,iteration,reciprocal_threshold,df,entropy,normalized_entropy,spectral_scaling,spectral_gap,root_is_leader,filename
20,3,1,1,2,0.625,0.9816498172140428,0.0,0.0,19.214212178843667,3.948152465489944,False,prices_model_n20_m3_k01_initial_nodes1_p0.62_iteration2
20,3,1,1,3,0.625,0.9816498172140428,0.0,0.0,16.442273833668054,4.247127943684216,False,prices_model_n20_m3_k01_initial_nodes1_p0.62_iteration3
20,3,1,1,4,0.625,0.9816498172140428,0.0,0.0,14.642027927418704,4.039641920499804,False,prices_model_n20_m3_k01_initial_nodes1_p0.62_iteration4
20,3,1,1,5,0.625,0.9816498172140428,0.0,0.0,20.0858795574871,4.273439115266985,False,prices_model_n20_m3_k01_initial_nodes1_p0.62_iteration5
20,3,1,1,6,0.625,0.9816498172140428,0.0,0.0,16.55627610538305,3.75389629419813,False,prices_model_n20_m3_k01_initial_nodes1_p0.62_iteration6
20,3,1,1,7,0.625,0.9816498172140428,0.0,0.0,19.050516720691217,5.235223067973376,False,prices_model_n20_m3_k01_initial_nodes1_p0.62_iteration7
20,3,1,1,8,0.625,0.9816498172140428,0.0,0.0,14.039305359103473,3.992096840079261,False,prices_model_n20_m3_k01_initial_nodes1_p0.62_iteration8
20,3,1,1,9,0.625,0.9816498172140428,0.0,0.0,17.97603401842642,4.904854279247548,False,prices_model_n20_m3_k01_initial_nodes1_p0.62_iteration9
20,3,1,1,0,0.6666666666666666,0.9816498172140428,0.0,0.0,14.115970855431224,3.943284631810813,False,prices_model_n20_m3_k01_initial_nodes1_p0.67_iteration0
20,3,1,1,1,0.6666666666666666,0.9816498172140428,0.0,0.0,15.41248298977893,3.973416228854316,False,prices_model_n20_m3_k01_initial_nodes1_p0.67_iteration1
20,3,1,1,2,0.6666666666666666,0.9816498172140428,0.0,0.0,16.565083882684,4.18990566433261,False,prices_model_n20_m3_k01_initial_nodes1_p0.67_iteration2
20,3,1,1,3,0.6666666666666666,0.9816498172140428,0.0,0.0,15.216414668781177,3.80477782649956,False,prices_model_n20_m3_k01_initial_nodes1_p0.67_iteration3
20,3,1,1,4,0.6666666666666666,0.9816498172140428,0.0,0.0,15.439481752790265,3.861983558571445,False,prices_model_n20_m3_k01_initial_nodes1_p0.67_iteration4
20,3,1,1,5,0.6666666666666666,0.9816498172140428,0.0,0.0,16.634394685646292,4.0326751722579015,False,prices_model_n20_m3_k01_initial_nodes1_p0.67_iteration5
20,3,1,1,6,0.6666666666666666,0.9816498172140428,0.0,0.0,17.504651679356282,3.901997311392598,False,prices_model_n20_m3_k01_initial_nodes1_p0.67_iteration6
20,3,1,1,7,0.6666666666666666,0.9816498172140428,0.0,0.0,16.167006335137312,3.8655098551747145,False,prices_model_n20_m3_k01_initial_nodes1_p0.67_iteration7
20,3,1,1,8,0.6666666666666666,0.9816498172140428,0.0,0.0,15.8078601504083,4.055533054140256,False,prices_model_n20_m3_k01_initial_nodes1_p0.67_iteration8
20,3,1,1,9,0.6666666666666666,0.9816498172140428,0.0,0.0,21.726243953138905,4.5229819129800966,False,prices_model_n20_m3_k01_initial_nodes1_p0.67_iteration9
20,3,1,1,0,0.7083333333333333,0.9816498172140428,0.0,0.0,18.420319044156024,4.435298931070934,False,prices_model_n20_m3_k01_initial_nodes1_p0.71_iteration0
20,3,1,1,1,0.7083333333333333,0.9816498172140428,0.0,0.0,15.52125240801797,3.965481257846791,False,prices_model_n20_m3_k01_initial_nodes1_p0.71_iteration1
20,3,1,1,2,0.7083333333333333,0.9816498172140428,0.0,0.0,17.120964684329678,4.055463370626416,False,prices_model_n20_m3_k01_initial_nodes1_p0.71_iteration2
20,3,1,1,3,0.7083333333333333,0.9816498172140428,0.0,0.0,17.254204175159128,4.2389787342488345,False,prices_model_n20_m3_k01_initial_nodes1_p0.71_iteration3
20,3,1,1,4,0.7083333333333333,0.9816498172140428,0.0,0.0,15.76804052170698,4.055373296618772,False,prices_model_n20_m3_k01_initial_nodes1_p0.71_iteration4
20,3,1,1,5,0.7083333333333333,0.9816498172140428,0.0,0.0,14.222682378661244,4.252173928948737,False,prices_model_n20_m3_k01_initial_nodes1_p0.71_iteration5
20,3,1,1,6,0.7083333333333333,0.9816498172140428,0.0,0.0,17.65212734186612,3.809294565980629,False,prices_model_n20_m3_k01_initial_nodes1_p0.71_iteration6
20,3,1,1,7,0.7083333333333333,0.9816498172140428,0.0,0.0,16.875755106497156,4.122063241296388,False,prices_model_n20_m3_k01_initial_nodes1_p0.71_iteration7
20,3,1,1,8,0.7083333333333333,0.9816498172140428,0.0,0.0,21.45746600886685,5.268516724628997,False,prices_model_n20_m3_k01_initial_nodes1_p0.71_iteration8
20,3,1,1,9,0.7083333333333333,0.9816498172140428,0.0,0.0,19.739391676069427,4.116536282717762,False,prices_model_n20_m3_k01_initial_nodes1_p0.71_iteration9
20,3,1,1,0,0.75,0.9816498172140428,0.0,0.0,19.494513834377138,4.609152448071669,False,prices_model_n20_m3_k01_initial_nodes1_p0.75_iteration0
20,3,1,1,1,0.75,0.9816498172140428,0.0,0.0,15.865424225203189,3.976347975886892,False,prices_model_n20_m3_k01_initial_nodes1_p0.75_iteration1
20,3,1,1,2,0.75,0.9816498172140428,0.0,0.0,17.727570890839008,3.721207518403168,False,prices_model_n20_m3_k01_initial_nodes1_p0.75_iteration2
20,3,1,1,3,0.75,0.9816498172140428,0.0,0.0,19.21993916043333,3.584580541961032,False,prices_model_n20_m3_k01_initial_nodes1_p0.75_iteration3
20,3,1,1,4,0.75,0.9816498172140428,0.0,0.0,15.872756589687263,3.994024487598811,False,prices_model_n20_m3_k01_initial_nodes1_p0.75_iteration4
20,3,1,1,5,0.75,0.9816498172140428,0.0,0.0,19.271878132962776,4.778136671770185,False,prices_model_n20_m3_k01_initial_nodes1_p0.75_iteration5
20,3,1,1,6,0.75,0.9816498172140428,0.0,0.0,21.518652222592635,4.105831426559243,False,prices_model_n20_m3_k01_initial_nodes1_p0.75_iteration6
20,3,1,1,7,0.75,0.9816498172140428,0.0,0.0,16.581523565663993,4.297559618675779,False,prices_model_n20_m3_k01_initial_nodes1_p0.75_iteration7
20,3,1,1,8,0.75,0.9816498172140428,0.0,0.0,15.164047177465047,4.3130169436733325,False,prices_model_n20_m3_k01_initial_nodes1_p0.75_iteration8
20,3,1,1,9,0.75,0.9816498172140428,0.0,0.0,17.650458049266387,3.984600298794836,False,prices_model_n20_m3_k01_initial_nodes1_p0.75_iteration9
20,3,1,1,0,0.7916666666666666,0.9816498172140428,0.0,0.0,19.23272257966471,4.16082453008454,False,prices_model_n20_m3_k01_initial_nodes1_p0.79_iteration0
20,3,1,1,1,0.7916666666666666,0.9816498172140428,0.0,0.0,16.35476933077741,4.00556801352313,False,prices_model_n20_m3_k01_initial_nodes1_p0.79_iteration1
20,3,1,1,2,0.7916666666666666,0.9816498172140428,0.0,0.0,18.613983717512344,4.397606961225903,False,prices_model_n20_m3_k01_initial_nodes1_p0.79_iteration2
20,3,1,1,3,0.7916666666666666,0.9816498172140428,0.0,0.0,13.332798908013668,3.720392120513068,False,prices_model_n20_m3_k01_initial_nodes1_p0.79_iteration3
20,3,1,1,4,0.7916666666666666,0.9816498172140428,0.0,0.0,18.39556579090876,4.576967877557125,False,prices_model_n20_m3_k01_initial_nodes1_p0.79_iteration4
20,3,1,1,5,0.7916666666666666,0.9816498172140428,0.0,0.0,18.902852789535373,4.566942541360518,False,prices_model_n20_m3_k01_initial_nodes1_p0.79_iteration5
20,3,1,1,6,0.7916666666666666,0.9816498172140428,0.0,0.0,15.537325231175004,3.787516117766657,False,prices_model_n20_m3_k01_initial_nodes1_p0.79_iteration6
20,3,1,1,7,0.7916666666666666,0.9816498172140428,0.0,0.0,18.429216552455483,4.207945447900174,False,prices_model_n20_m3_k01_initial_nodes1_p0.79_iteration7
20,3,1,1,8,0.7916666666666666,0.9816498172140428,0.0,0.0,17.440499614517545,4.171654755028721,False,prices_model_n20_m3_k01_initial_nodes1_p0.79_iteration8
20,3,1,1,9,0.7916666666666666,0.9816498172140428,0.0,0.0,18.365384271554387,4.131021423796921,False,prices_model_n20_m3_k01_initial_nodes1_p0.79_iteration9
20,3,1,1,0,0.8333333333333333,0.9816498172140428,0.0,0.0,15.412457245987389,4.2359293064558186,False,prices_model_n20_m3_k01_initial_nodes1_p0.83_iteration0
20,3,1,1,1,0.8333333333333333,0.9816498172140428,0.0,0.0,14.03677958666612,3.904873137543425,False,prices_model_n20_m3_k01_initial_nodes1_p0.83_iteration1
20,3,1,1,2,0.8333333333333333,0.9816498172140428,0.0,0.0,18.611828783779007,4.5796486196528505,False,prices_model_n20_m3_k01_initial_nodes1_p0.83_iteration2
20,3,1,1,3,0.8333333333333333,0.9816498172140428,0.0,0.0,17.055655046578135,3.9954635619118095,False,prices_model_n20_m3_k01_initial_nodes1_p0.83_iteration3
20,3,1,1,4,0.8333333333333333,0.9816498172140428,0.0,0.0,18.47988028597617,4.217001635195421,False,prices_model_n20_m3_k01_initial_nodes1_p0.83_iteration4
20,3,1,1,5,0.8333333333333333,0.9816498172140428,0.0,0.0,16.412855090076963,3.643082723693375,False,prices_model_n20_m3_k01_initial_nodes1_p0.83_iteration5
20,3,1,1,6,0.8333333333333333,0.9816498172140428,0.0,0.0,19.517328137730303,3.90451375305078,False,prices_model_n20_m3_k01_initial_nodes1_p0.83_iteration6
20,3,1,1,7,0.8333333333333333,0.9816498172140428,0.0,0.0,14.919944633353577,3.631579499996287,False,prices_model_n20_m3_k01_initial_nodes1_p0.83_iteration7
20,3,1,1,8,0.8333333333333333,0.9816498172140428,0.0,0.0,16.95906418145749,3.68838380182645,False,prices_model_n20_m3_k01_initial_nodes1_p0.83_iteration8
20,3,1,1,9,0.8333333333333333,0.9816498172140428,0.0,0.0,19.675097525908964,4.368985418711033,False,prices_model_n20_m3_k01_initial_nodes1_p0.83_iteration9
20,3,1,1,0,0.875,0.9816498172140428,0.0,0.0,16.778625153164743,3.8175555236466456,False,prices_model_n20_m3_k01_initial_nodes1_p0.88_iteration0
20,3,1,1,1,0.875,0.9816498172140428,0.0,0.0,14.607991915376148,4.024296560497213,False,prices_model_n20_m3_k01_initial_nodes1_p0.88_iteration1
20,3,1,1,2,0.875,0.9816498172140428,0.0,0.0,15.266242123152418,4.025185807436367,False,prices_model_n20_m3_k01_initial_nodes1_p0.88_iteration2
20,3,1,1,3,0.875,0.9816498172140428,0.0,0.0,17.147053395025647,3.684944161069622,False,prices_model_n20_m3_k01_initial_nodes1_p0.88_iteration3
20,3,1,1,4,0.875,0.9816498172140428,0.0,0.0,14.45997622213416,4.148915368078448,False,prices_model_n20_m3_k01_initial_nodes1_p0.88_iteration4
20,3,1,1,5,0.875,0.9816498172140428,0.0,0.0,17.489808999954825,4.541003309378191,False,prices_model_n20_m3_k01_initial_nodes1_p0.88_iteration5
20,3,1,1,6,0.875,0.9816498172140428,0.0,0.0,15.11885058795767,3.887737862481162,False,prices_model_n20_m3_k01_initial_nodes1_p0.88_iteration6
20,3,1,1,7,0.875,0.9816498172140428,0.0,0.0,20.714329176876944,4.206934320587909,False,prices_model_n20_m3_k01_initial_nodes1_p0.88_iteration7
20,3,1,1,8,0.875,0.9816498172140428,0.0,0.0,16.586007936700124,4.3810620939590095,False,prices_model_n20_m3_k01_initial_nodes1_p0.88_iteration8
20,3,1,1,9,0.875,0.9816498172140428,0.0,0.0,17.661895262427887,4.138657088842998,False,prices_model_n20_m3_k01_initial_nodes1_p0.88_iteration9
20,3,1,1,0,0.9166666666666666,0.9816498172140428,0.0,0.0,19.56644627713131,4.7308150516154175,False,prices_model_n20_m3_k01_initial_nodes1_p0.92_iteration0
20,3,1,1,1,0.9166666666666666,0.9816498172140428,0.0,0.0,16.05060370062422,3.846315606234808,False,prices_model_n20_m3_k01_initial_nodes1_p0.92_iteration1
20,3,1,1,2,0.9166666666666666,0.9816498172140428,0.0,0.0,16.84245280216752,4.175294478677858,False,prices_model_n20_m3_k01_initial_nodes1_p0.92_iteration2
20,3,1,1,3,0.9166666666666666,0.9816498172140428,0.0,0.0,18.80790942275876,4.144622329898871,False,prices_model_n20_m3_k01_initial_nodes1_p0.92_iteration3
20,3,1,1,4,0.9166666666666666,0.9816498172140428,0.0,0.0,14.219668847656108,3.433417863407492,False,prices_model_n20_m3_k01_initial_nodes1_p0.92_iteration4
20,3,1,1,5,0.9166666666666666,0.9816498172140428,0.0,0.0,14.497635535282182,3.303177807529194,False,prices_model_n20_m3_k01_initial_nodes1_p0.92_iteration5
20,3,1,1,6,0.9166666666666666,0.9816498172140428,0.0,0.0,15.697484323017406,3.735833125230933,False,prices_model_n20_m3_k01_initial_nodes1_p0.92_iteration6
20,3,1,1,7,0.9166666666666666,0.9816498172140428,0.0,0.0,18.270979210247123,4.454392177654761,False,prices_model_n20_m3_k01_initial_nodes1_p0.92_iteration7
20,3,1,1,8,0.9166666666666666,0.9816498172140428,0.0,0.0,17.076608024407964,4.207700418366603,False,prices_model_n20_m3_k01_initial_nodes1_p0.92_iteration8
20,3,1,1,9,0.9166666666666666,0.9816498172140428,0.0,0.0,18.352360020887332,3.7943541882369063,False,prices_model_n20_m3_k01_initial_nodes1_p0.92_iteration9
20,3,1,1,0,0.9583333333333331,0.9816498172140428,0.0,0.0,15.98860143389072,3.526390850881063,False,prices_model_n20_m3_k01_initial_nodes1_p0.96_iteration0
20,3,1,1,1,0.9583333333333331,0.9816498172140428,0.0,0.0,19.07416707408648,4.3856006646667325,False,prices_model_n20_m3_k01_initial_nodes1_p0.96_iteration1
20,3,1,1,2,0.9583333333333331,0.9816498172140428,0.0,0.0,19.145545414815068,4.136411342296075,False,prices_model_n20_m3_k01_initial_nodes1_p0.96_iteration2
20,3,1,1,3,0.9583333333333331,0.9816498172140428,0.0,0.0,19.525159625449504,4.839675176948572,False,prices_model_n20_m3_k01_initial_nodes1_p0.96_iteration3
20,3,1,1,4,0.9583333333333331,0.9816498172140428,0.0,0.0,16.44847288527626,4.220114345047646,False,prices_model_n20_m3_k01_initial_nodes1_p0.96_iteration4
20,3,1,1,5,0.9583333333333331,0.9816498172140428,0.0,0.0,15.519348258728131,3.837862429559582,False,prices_model_n20_m3_k01_initial_nodes1_p0.96_iteration5
20,3,1,1,6,0.9583333333333331,0.9816498172140428,0.0,0.0,17.864747244499174,3.6117782570166823,False,prices_model_n20_m3_k01_initial_nodes1_p0.96_iteration6
20,3,1,1,7,0.9583333333333331,0.9816498172140428,0.0,0.0,18.09873278363078,4.548690959413751,False,prices_model_n20_m3_k01_initial_nodes1_p0.96_iteration7
20,3,1,1,8,0.9583333333333331,0.9816498172140428,0.0,0.0,19.24699243630816,4.419747314522995,False,prices_model_n20_m3_k01_initial_nodes1_p0.96_iteration8
20,3,1,1,9,0.9583333333333331,0.9816498172140428,0.0,0.0,14.029920822396765,3.5778473885858983,False,prices_model_n20_m3_k01_initial_nodes1_p0.96_iteration9
20,3,1,1,0,1.0,1.0,0.0,0.0,17.416919391710525,3.9806044723648975,True,prices_model_n20_m3_k01_initial_nodes1_p1.0_iteration0
20,3,1,1,1,1.0,1.0,0.0,0.0,17.333744099066113,3.423743072063303,True,prices_model_n20_m3_k01_initial_nodes1_p1.0_iteration1
20,3,1,1,2,1.0,1.0,0.0,0.0,15.911901216735473,4.201373782246886,True,prices_model_n20_m3_k01_initial_nodes1_p1.0_iteration2
20,3,1,1,3,1.0,1.0,0.0,0.0,14.938287029394251,3.854481580900453,True,prices_model_n20_m3_k01_initial_nodes1_p1.0_iteration3
20,3,1,1,4,1.0,1.0,0.0,0.0,15.267501645187842,3.606030479367885,True,prices_model_n20_m3_k01_initial_nodes1_p1.0_iteration4
20,3,1,1,5,1.0,1.0,0.0,0.0,18.92830039313713,4.519172548186425,True,prices_model_n20_m3_k01_initial_nodes1_p1.0_iteration5
20,3,1,1,6,1.0,1.0,0.0,0.0,16.802513583996042,3.864104454630479,True,prices_model_n20_m3_k01_initial_nodes1_p1.0_iteration6
20,3,1,1,7,1.0,1.0,0.0,0.0,14.156876403168452,4.366773486838758,True,prices_model_n20_m3_k01_initial_nodes1_p1.0_iteration7
20,3,1,1,8,1.0,1.0,0.0,0.0,17.180394094341388,4.018653683810685,True,prices_model_n20_m3_k01_initial_nodes1_p1.0_iteration8
20,3,1,1,9,1.0,1.0,0.0,0.0,17.181155543770195,4.31526864812669,True,prices_model_n20_m3_k01_initial_nodes1_p1.0_iteration9
50,3,1,1,0,0.0,1.4048949503631344e-08,1.8525326974999592,1.0,30.10056495570137,3.470216412453944,False,prices_model_n50_m3_k01_initial_nodes1_p0.0_iteration0
50,3,1,1,1,0.0,0.0,1.881462962078592,1.0,36.435084957585794,3.667261693784673,False,prices_model_n50_m3_k01_initial_nodes1_p0.0_iteration1
50,3,1,1,2,0.0,2.809789900726269e-08,1.902725242934588,1.0,34.737043109609246,3.540603555555893,False,prices_model_n50_m3_k01_initial_nodes1_p0.0_iteration2
50,3,1,1,3,0.0,0.0,1.89269983865142,1.0,33.64264213371364,3.8934195472012094,False,prices_model_n50_m3_k01_initial_nodes1_p0.0_iteration3
50,3,1,1,4,0.0,0.0,1.909478941668343,1.0,37.64438325760598,3.3759295472988216,False,prices_model_n50_m3_k01_initial_nodes1_p0.0_iteration4
50,3,1,1,5,0.0,0.0,1.8870421082280384,1.0,36.576281114753066,3.806444601267122,False,prices_model_n50_m3_k01_initial_nodes1_p0.0_iteration5
50,3,1,1,6,0.0,0.0,1.88882414290782,1.0,34.631744770864145,3.972292070966904,False,prices_model_n50_m3_k01_initial_nodes1_p0.0_iteration6
50,3,1,1,7,0.0,2.4333494333259047e-08,1.8593143107920984,1.0,33.78475627682842,3.405485925937374,False,prices_model_n50_m3_k01_initial_nodes1_p0.0_iteration7
50,3,1,1,8,0.0,0.0,1.8997266917115607,1.0,39.51701822609863,4.171673098314416,False,prices_model_n50_m3_k01_initial_nodes1_p0.0_iteration8
50,3,1,1,9,0.0,0.0,1.903187324757927,1.0,41.17683837571397,3.911989329667036,False,prices_model_n50_m3_k01_initial_nodes1_p0.0_iteration9
50,3,1,1,0,0.0416666666666666,3.1414406102581615e-08,1.9132895289337108,1.0,39.54104161892163,3.6960202461827407,False,prices_model_n50_m3_k01_initial_nodes1_p0.04_iteration0
50,3,1,1,1,0.0416666666666666,0.0,1.8969054282968247,1.0,36.86963330570345,3.846069278895893,False,prices_model_n50_m3_k01_initial_nodes1_p0.04_iteration1
50,3,1,1,2,0.0416666666666666,0.0,1.9156054313358508,1.0,41.51700000355995,3.9587863483262096,False,prices_model_n50_m3_k01_initial_nodes1_p0.04_iteration2
50,3,1,1,3,0.0416666666666666,0.0,1.9096434773326851,1.0,43.7004659891136,4.1934723596406815,False,prices_model_n50_m3_k01_initial_nodes1_p0.04_iteration3
50,3,1,1,4,0.0416666666666666,0.0,1.934586901071304,1.0,46.79616644920135,4.120849835284043,False,prices_model_n50_m3_k01_initial_nodes1_p0.04_iteration4
50,3,1,1,5,0.0416666666666666,0.0,1.889734260240564,1.0,34.32460684728002,3.6214317421495705,False,prices_model_n50_m3_k01_initial_nodes1_p0.04_iteration5
50,3,1,1,6,0.0416666666666666,0.0,1.8796265114199968,1.0,34.65298334148646,3.363311107121131,False,prices_model_n50_m3_k01_initial_nodes1_p0.04_iteration6
50,3,1,1,7,0.0416666666666666,2.4333494333259047e-08,1.919496479532098,1.0,39.74201239783368,4.152607637069144,False,prices_model_n50_m3_k01_initial_nodes1_p0.04_iteration7
50,3,1,1,8,0.0416666666666666,0.0,1.885273379529537,1.0,32.1478331706207,3.8343162197573903,False,prices_model_n50_m3_k01_initial_nodes1_p0.04_iteration8
50,3,1,1,9,0.0416666666666666,0.0,1.8933795493598249,1.0,47.09296726985177,4.173243580782373,False,prices_model_n50_m3_k01_initial_nodes1_p0.04_iteration9
50,3,1,1,0,0.0833333333333333,0.23236883706687,1.865341323245348,0.9971932126100184,39.621739132875184,3.7164446731545073,False,prices_model_n50_m3_k01_initial_nodes1_p0.08_iteration0
50,3,1,1,1,0.0833333333333333,0.240525181210893,1.876132468040858,1.0000478187388229,34.39734509649019,3.6961468745524826,False,prices_model_n50_m3_k01_initial_nodes1_p0.08_iteration1
50,3,1,1,2,0.0833333333333333,0.254925068810848,1.874516362884896,0.9960038180618036,40.98594768640912,3.7903837778273175,False,prices_model_n50_m3_k01_initial_nodes1_p0.08_iteration2
50,3,1,1,3,0.0833333333333333,0.2076628416503942,1.8787751957651917,0.9973626766102284,35.60145975827966,3.7954297930299257,False,prices_model_n50_m3_k01_initial_nodes1_p0.08_iteration3
50,3,1,1,4,0.0833333333333333,0.207331806586572,1.8796349162102493,0.9977274232281949,38.72181372286823,3.9998959375811984,False,prices_model_n50_m3_k01_initial_nodes1_p0.08_iteration4
50,3,1,1,5,0.0833333333333333,0.2226229614036229,1.880475779796248,0.9964060438483452,40.2957707097464,3.7509289182482233,False,prices_model_n50_m3_k01_initial_nodes1_p0.08_iteration5
50,3,1,1,6,0.0833333333333333,0.312862975222493,1.8760831589332183,0.9860497746218628,44.64221470848911,4.466562792540415,False,prices_model_n50_m3_k01_initial_nodes1_p0.08_iteration6
50,3,1,1,7,0.0833333333333333,0.1452924765848643,1.858719710460564,0.9999594484287192,31.48168047929826,3.527535208546296,False,prices_model_n50_m3_k01_initial_nodes1_p0.08_iteration7
50,3,1,1,8,0.0833333333333333,0.1982666640270536,1.8703632576346905,0.9987583701222768,37.30291566574169,3.765318188244758,False,prices_model_n50_m3_k01_initial_nodes1_p0.08_iteration8
50,3,1,1,9,0.0833333333333333,0.1572849564104232,1.866082253205413,0.9974414863091804,31.448203450589727,2.973647402764499,False,prices_model_n50_m3_k01_initial_nodes1_p0.08_iteration9
50,3,1,1,0,0.125,0.4690298529234413,1.78017012877151,0.9532093708751116,48.119004686948,4.159996793545893,False,prices_model_n50_m3_k01_initial_nodes1_p0.12_iteration0
50,3,1,1,1,0.125,0.5072268423016035,1.7886309897645638,0.9401327987661288,45.70858071529384,4.376344171846138,False,prices_model_n50_m3_k01_initial_nodes1_p0.12_iteration1
50,3,1,1,2,0.125,0.431728290698554,1.79539007599025,0.9704259609445972,37.8085052374001,3.896601849082841,False,prices_model_n50_m3_k01_initial_nodes1_p0.12_iteration2
50,3,1,1,3,0.125,0.4484753558003138,1.7880017328690418,0.9595857612646852,38.784597841147054,3.792282953473357,False,prices_model_n50_m3_k01_initial_nodes1_p0.12_iteration3
50,3,1,1,4,0.125,0.4620789360859135,1.7981205093643904,0.9508600871991932,37.859491397410544,3.612369542381865,False,prices_model_n50_m3_k01_initial_nodes1_p0.12_iteration4
50,3,1,1,5,0.125,0.4426158961559686,1.7893495362174987,0.9612958319156644,35.382485360815764,3.4643280309363096,False,prices_model_n50_m3_k01_initial_nodes1_p0.12_iteration5
50,3,1,1,6,0.125,0.4269091588360682,1.7936525528746063,0.9674306832140372,40.32579543959819,3.236407753827724,False,prices_model_n50_m3_k01_initial_nodes1_p0.12_iteration6
50,3,1,1,7,0.125,0.4670564274354371,1.7862187457509069,0.9575501433267832,46.24902831965971,3.897691977563971,False,prices_model_n50_m3_k01_initial_nodes1_p0.12_iteration7
50,3,1,1,8,0.125,0.4074126428580418,1.7871200532168343,0.9730376907222628,35.986811415324794,3.8745714383495393,False,prices_model_n50_m3_k01_initial_nodes1_p0.12_iteration8
50,3,1,1,9,0.125,0.4680973512107178,1.788326903307217,0.9555849949083104,43.60376196314547,3.688203922141274,False,prices_model_n50_m3_k01_initial_nodes1_p0.12_iteration9
50,3,1,1,0,0.1666666666666666,0.6064746205646309,1.5902323670629757,0.8669133105526574,34.482131185074905,3.9322775625916746,False,prices_model_n50_m3_k01_initial_nodes1_p0.17_iteration0
50,3,1,1,1,0.1666666666666666,0.6269738129491274,1.5908085553211353,0.8601434467898383,39.72593610850153,3.775114340445727,False,prices_model_n50_m3_k01_initial_nodes1_p0.17_iteration1
50,3,1,1,2,0.1666666666666666,0.6078703233803563,1.5950250951657696,0.8693751959031816,42.62568642665837,4.1950482830861375,False,prices_model_n50_m3_k01_initial_nodes1_p0.17_iteration2
50,3,1,1,3,0.1666666666666666,0.6143135008645916,1.5860253377347346,0.8610212902079669,39.636687542066895,3.662504344761316,False,prices_model_n50_m3_k01_initial_nodes1_p0.17_iteration3
50,3,1,1,4,0.1666666666666666,0.6398915088228899,1.5958414590419503,0.8487503716498309,41.712010921140816,4.079743520734907,False,prices_model_n50_m3_k01_initial_nodes1_p0.17_iteration4
50,3,1,1,5,0.1666666666666666,0.6382557860642921,1.5980032942648354,0.8546937276910307,43.673615640467936,3.7741893234491872,False,prices_model_n50_m3_k01_initial_nodes1_p0.17_iteration5
50,3,1,1,6,0.1666666666666666,0.6022682655064052,1.5921319288820974,0.8726457326116087,32.50217828425296,3.3212725425561302,False,prices_model_n50_m3_k01_initial_nodes1_p0.17_iteration6
50,3,1,1,7,0.1666666666666666,0.653978579007039,1.5860488666259824,0.8482252299926042,38.97172351780892,3.76307443986195,False,prices_model_n50_m3_k01_initial_nodes1_p0.17_iteration7
50,3,1,1,8,0.1666666666666666,0.6324317360497207,1.5964831532687025,0.8505851832045568,48.422962096722586,3.943145402017234,False,prices_model_n50_m3_k01_initial_nodes1_p0.17_iteration8
50,3,1,1,9,0.1666666666666666,0.6158542031138864,1.5892138688773365,0.8599233013877341,37.69416705789665,4.061494153146063,False,prices_model_n50_m3_k01_initial_nodes1_p0.17_iteration9
50,3,1,1,0,0.2083333333333333,0.7812052254430311,1.3822669859490984,0.7200140240681854,54.33698657628092,4.730375356635532,False,prices_model_n50_m3_k01_initial_nodes1_p0.21_iteration0
50,3,1,1,1,0.2083333333333333,0.7566482441755281,1.3857451385971271,0.740164340633823,45.29754404129702,4.519691967874872,False,prices_model_n50_m3_k01_initial_nodes1_p0.21_iteration1
50,3,1,1,2,0.2083333333333333,0.7584332444276892,1.3818157257383783,0.7285837506072264,43.68680272842174,4.383592108340432,False,prices_model_n50_m3_k01_initial_nodes1_p0.21_iteration2
50,3,1,1,3,0.2083333333333333,0.7700052583768716,1.3862895422962922,0.7230840709951304,52.47274252265614,4.390421126945927,False,prices_model_n50_m3_k01_initial_nodes1_p0.21_iteration3
50,3,1,1,4,0.2083333333333333,0.7521515625409707,1.3862825959353628,0.734117638157972,46.4917532274884,4.356735812559087,False,prices_model_n50_m3_k01_initial_nodes1_p0.21_iteration4
50,3,1,1,5,0.2083333333333333,0.7716778429656247,1.382959074406151,0.721613123324936,57.18168395191392,5.045551486079166,False,prices_model_n50_m3_k01_initial_nodes1_p0.21_iteration5
50,3,1,1,6,0.2083333333333333,0.7531194107246632,1.386280954378413,0.7404800959418882,40.04735895809683,4.318798482816696,False,prices_model_n50_m3_k01_initial_nodes1_p0.21_iteration6
50,3,1,1,7,0.2083333333333333,0.7329734928795313,1.386289124487708,0.7359201702713766,45.33796516760435,4.1469614538853445,False,prices_model_n50_m3_k01_initial_nodes1_p0.21_iteration7
50,3,1,1,8,0.2083333333333333,0.7664920662718062,1.3860297311685352,0.741242429673626,38.700845964512204,4.097223764127285,False,prices_model_n50_m3_k01_initial_nodes1_p0.21_iteration8
50,3,1,1,9,0.2083333333333333,0.7688566360015867,1.3862916724264551,0.7302607039493865,42.0229002614302,4.251859419056441,False,prices_model_n50_m3_k01_initial_nodes1_p0.21_iteration9
50,3,1,1,0,0.25,0.959166304662544,1.0986122886681098,0.5591376266015788,41.93169518465406,3.990177985896379,False,prices_model_n50_m3_k01_initial_nodes1_p0.25_iteration0
50,3,1,1,1,0.25,0.959166304662544,1.0986122886681098,0.5590810547505058,45.2816372721109,4.580519370478354,False,prices_model_n50_m3_k01_initial_nodes1_p0.25_iteration1
